institucion_id|institucion|siglas|logo|url|website|tipo|descripcion|sector|modificado|publicado
13|Agencia Ecuatoriana de Aseguramiento de la Calidad del Agro|AGROCALIDAD|https://www.gob.ec/|https://www.gob.ec/agrocalidad||Ejecutiva||Producción|2020-04-13T16:07:53-0500|No
70|Agencia Nacional de Regulación, Control y Vigilancia Sanitaria|ARCSA|https://www.gob.ec//sites/default/files/2020-03/logo-arcsa-2020-centro-gris.jpg|https://www.gob.ec/arcsa|https://www.controlsanitario.gob.ec/|Ejecutiva|Es el organismo técnico encargado de la regulación, control técnico y vigilancia sanitaria de los siguientes productos: alimentos procesados, aditivos alimentarios, agua procesada, productos del tabaco, medicamentos en general, productos nutracéuticos, productos biológicos, naturales procesados de uso medicinal, medicamentos homeopáticos y productos dentales; dispositivos médicos, reactivos bioquímicos y de diagnóstico, productos higiénicos, plaguicidas para uso doméstico e industrial, fabricados en el territorio nacional o en el exterior, para su importación, exportación, comercialización, dispensación y expendio, incluidos los que se reciban en donación y productos de higiene doméstica y absorbentes de higiene personal, relacionados con el uso y consumo humano; así como de los establecimientos sujetos a vigilancia y control sanitario establecidos en la Ley Orgánica de Salud y demás normativa aplicable, exceptuando aquellos de servicios de salud públicos y privados. (D.E. 1290, Art. 9).|Social|2020-03-10T15:44:59-0500|Si
48|Agencia Nacional de Tránsito|ANT|https://www.gob.ec//sites/default/files/2018-09/logo-ant%5B1%5D.png|https://www.gob.ec/ant|https://www.ant.gob.ec/|Ejecutiva|Contribuir al desarrollo del país a través de la planificación, regulación y control del transporte terrestre, tránsito y seguridad vial cumpliendo con los principios de equidad, de inclusión, libre movilidad y desarrollo sostenible.|Infraestructura y de Recursos Naturales No Renovables|2022-12-12T12:45:52-0500|Si
273|Asamblea Nacional|AN|https://www.gob.ec/|https://www.gob.ec/an|https://www.asambleanacional.gob.ec|Legislativo||Función Legislativa|2020-04-08T17:43:38-0500|Si
553|Asociación de Municipalidades Ecuatorianas|AME|https://www.gob.ec/|https://www.gob.ec/ame||Municipal|||2021-04-01T15:54:52-0500|Si
146|Astilleros Navales Ecuatorianos|ASTINAVEEP|https://www.gob.ec//sites/default/files/2018-10/VERTICAL.png|https://www.gob.ec/astinaveep|https://astinave.com.ec/|Ejecutiva|"ASTINAVE EP es una empresa pública de la defensa con una trayectoria de más de 45 años en la industria marítima y naval.

Misión: 

SATISFACER LAS NECESIDADES DE REPARACIÓN, CARENAMIENTO Y CONSTRUCCIÓN NAVAL PARA EL SECTOR DEFENSA Y MARÍTIMO; Y DESARROLLAR SOLUCIONES INTEGRALES EN EL ÁMBITO DE LOS SISTEMAS DE DEFENSA E INDUSTRIAL.

Visión:

HASTA EL 2025, SER EL ASTILLERO LÍDER PARA EL DESARROLLO DEL SECTOR DE LA DEFENSA, MARÍTIMO E INDUSTRIAL, A NIVEL NACIONAL EN NUESTRAS LÍNEAS DE NEGOCIO, Y UNA ALTERNATIVA COMPETITIVA EN EL MERCADO REGIONAL.

Líneas de Negocio:

Construcción Naval
	Carenamiento Naval 
	Repotenciación Naval
	Sistemas de Defensa 
	Soluciones Portuarias 
	Soluciones Costa Afuera 
	Soluciones Industriales 
"|Producción|2022-12-27T16:53:50-0500|Si
107|Autoridad Portuaria de Esmeraldas|APE|https://www.gob.ec//sites/default/files/2018-10/LOGOTIPO%20APE.png|https://www.gob.ec/ape|http://www.puertoesmeraldas.gob.ec/|Ejecutiva|Somos una entidad Estatal que opera y administra el Puerto Comercial de Esmeraldas; gestiona y provee servicios portuarios, que cubren las necesidades con efectividad a los exportadores e importadores de la zona de influencia del Ecuador en beneficio del desarrollo del sector productivo y de la población nacional.|Infraestructura y de Recursos Naturales No Renovables|2018-11-14T12:38:25-0500|Si
25|Autoridad Portuaria de Guayaquil|APG|https://www.gob.ec//sites/default/files/2018-10/APG_400x400.jpg|https://www.gob.ec/apg|http://www.puertodeguayaquil.gob.ec/|Ejecutiva|Organizar y planificar el desarrollo de Autoridad Portuaria de Guayaquil, así como dirigir y controlar que los servicios portuarios se provean competitivamente de manera sustentable y sostenible, con la racionalización de los recursos para contribuir al desarrollo del comercio exterior.|Infraestructura y de Recursos Naturales No Renovables|2022-08-04T11:43:13-0500|Si
26|Autoridad Portuaria de Manta|APM|https://www.gob.ec//sites/default/files/2018-09/Autoridad%20Portuaria%20de%20Manta.jpg|https://www.gob.ec/apm|http://www.puertodemanta.gob.ec|Ejecutiva|Oferta de servicios portuarios que contribuyen a la competitividad del Comercio exterior del Ecuador|Infraestructura y de Recursos Naturales No Renovables|2018-11-09T15:44:12-0500|Si
27|Autoridad Portuaria de Puerto Bolívar|APPB|https://www.gob.ec/|https://www.gob.ec/appb|http://www.puertobolivar.gob.ec/|Ejecutiva|Entidad Portuaria encargada de regular y controlar el cumplimiento del Contrato de Gestión Delegada a la empresa YILPORTECU, bajo la modalidad de Alianza Publico-Privada.|Función Ejecutiva, Hábitat y ambiente|2020-07-29T11:09:10-0500|Si
122|Banca para el Desarrollo Productivo Rural y Urbano|BANECUADOR BP|https://www.gob.ec//sites/default/files/2021-09/LOGO_BANECUADOR_GOBEC_0.png|https://www.gob.ec/banecuador-bp|https://www.banecuador.fin.ec/|Ejecutiva|" 

El objeto de Banco será el ejercicio de actividades financieras previamente autorizadas por la Superintendencia de Bancos, y la prestación de servicios financieros de crédito, ahorro e inversión, bajo el criterio de intermediación financiera de recursos públicos y privados, atendiendo a la mediana empresa y empresas asociativas en sectores de producción, principalmente de agro negocios, comercio y servicios, con claro enfoque de desarrollo local y con preferencias en áreas urbano marginales, coadyuvando al fortalecimiento del “Plan Nacional del Buen Vivir”, a través de mecanismos de banca de primer y segundo piso. 

El BANECUADOR B.P. establecerá dentro de sus operaciones financieras el Banco del Pueblo, a través de las cuales desarrollara productos y servicios financieros especiales y específicos para cubrir las necesidades de financiamiento de los sectores de la micro y pequeña empresa, en condiciones financieras preferentes.

 "|Económico|2021-09-23T08:49:10-0500|Si
55|Banco Central del Ecuador|BCE|https://www.gob.ec//sites/default/files/2021-08/Logo%20BCE%20-%20fondo%20blanco%201.png|https://www.gob.ec/bce|https://www.bce.fin.ec/|Ejecutiva|Gestionar la liquidez de la economía ecuatoriana, mediante la instrumentación de las políticas: monetaria, crediticia, cambiaria y financiera, para alcanzar el Buen Vivir.|Económico|2021-08-10T14:45:10-0500|Si
46|Banco de Desarrollo del Ecuador B.P.|BDE|https://www.gob.ec/|https://www.gob.ec/bde||Ejecutiva||Económico|2019-11-29T11:50:24-0500|Si
136|Banco del Instituto Ecuatoriano de Seguridad Social|BIESS|https://www.gob.ec//sites/default/files/2020-07/LOGO%20FIRMA-01.jpg|https://www.gob.ec/biess|https://www.biess.fin.ec/inicio|Ejecutiva|El Banco del Instituto Ecuatoriano de Seguridad Social - BIESS es una institución financiera pública del Instituto Ecuatoriano de Seguridad Social, creada mediante ley, publicada en el Suplemento del Registro Oficial No. 587 de 11 de mayo del 2009; con personería jurídica propia y de carácter público, finalidad social, autonomía técnica, administrativa y financiera;|Económico|2020-07-21T16:46:25-0500|Si
17|Casa de la Cultura, Danza y Orquesta Sinfónica|CCDOS|https://www.gob.ec/|https://www.gob.ec/ccdos||Ejecutiva|||2018-09-14T14:19:29-0500|Si
323|Casa de la Cultura Ecuatoriana Benjamín Carrión|CCE|https://www.gob.ec/|https://www.gob.ec/cce||Ejecutiva||Social|2020-05-13T16:14:11-0500|Si
209|Centro de Atención Ambulatoria Especializado San Lázaro|CAESL|https://www.gob.ec/|https://www.gob.ec/caesl||Ejecutiva|||2019-10-18T17:07:19-0500|No
208|Centro de Entrenamiento para Alto Rendimiento|CEAREP|https://www.gob.ec/|https://www.gob.ec/cearep||Ejecutiva|||2019-10-04T17:16:21-0500|No
129|Centro Interamericano de Artesanías y Artes Populares|CIDAP|https://www.gob.ec//sites/default/files/2018-09/logo_CIDAP.png|https://www.gob.ec/cidap|http://www.cidap.gob.ec/|Ejecutiva|El Centro Interamericano de Artesanías y Artes Populares (CIDAP) es una institución dedicada a la salvaguarda, fomento, desarrollo y puesta en valor de las artesanías y artes populares, a través de la promoción, formación e investigación; al constituir un elemento esencial del patrimonio cultural de los pueblos americanos, para el mejoramiento de la calidad de vida de los artesanos y artesanas artífices del Ecuador y América.|Económico, Producción|2020-06-12T21:57:15-0500|Si
123|Centros de Entrenamiento para el Alto Rendimiento|CEAR|https://www.gob.ec//sites/default/files/2018-10/logo_cearep.png|https://www.gob.ec/cear|https://www.altorendimiento.gob.ec/|Ejecutiva|"Misión:

Ofrecer servicios integrales mediante personal capacitado estableciendo procesos eficientes, con tecnología de punta, investigación e innovación, que permitan el desarrollo de deportistas a nivel nacional e internacional."|Social|2021-09-27T17:22:43-0500|No
161|Comando Conjunto de las Fuerzas Armadas|CCFFAA|https://www.gob.ec//sites/default/files/2018-10/cropped-COMACO-Logo.jpg|https://www.gob.ec/ccffaa|https://www.ccffaa.mil.ec/|Ejecutiva|"MISIÓN

Defender la Soberanía y la Integridad Territorial, apoyar con su contingente al desarrollo nacional, contribuir con la seguridad pública y del Estado y participar en operaciones de  paz y ayuda humanitaria.

VISIÓN

Institución de más alto nivel de credibilidad; sistemáticamente integrada, con capacidades conjuntas e interoperabilidad, personal profesional, ético y moralmente calificado, para enfrentar los cambios y nuevos escenarios, que garanticen la paz, seguridad y el bienestar de la nación."|Seguridad|2020-12-03T11:40:51-0500|Si
162|Comando Conjunto de las Fuerzas ArmadaS|CCFFAA|https://www.gob.ec/|https://www.gob.ec/ccffaa-0||Ejecutiva||Seguridad|2020-04-13T16:09:06-0500|No
29|Comisión de Tránsito del Ecuador|CTE|https://www.gob.ec//sites/default/files/2018-09/CTG.gif|https://www.gob.ec/cte|http://www.comisiontransito.gob.ec|Ejecutiva|Dirigir y controlar la actividad operativa de los servicios de transporte terrestre, tránsito y seguridad vial, en la red estatal y sus troncales nacionales y demás circunscripciones territoriales que le fueren asignadas en el ámbito de sus competencias con sujeción a las regulaciones emanadas por la ANT y las normativas vigentes, así como, la investigación de accidentes de tránsito y la formación del cuerpo de vigilantes y de agentes civiles de tránsito.|Infraestructura y de Recursos Naturales No Renovables|2019-12-16T10:28:33-0500|Si
564|Consejo de Aseguramiento de la Calidad de la Educación Superior|CACES|https://www.gob.ec/|https://www.gob.ec/caces||Ejecutiva||Función Ejecutiva|2021-06-18T21:46:30-0500|Si
171|Consejo de Desarrollo de las Nacionalidades y Pueblos Indígenas del Ecuador|CODENPE|https://www.gob.ec/|https://www.gob.ec/codenpe||Ejecutiva|||2019-08-08T16:25:35-0500|No
217|Consejo de Desarrollo y Promoción de la Información y Comunicación|CDPIC|https://www.gob.ec//sites/default/files/2022-12/institucional-vertical0786055001669389843.png|https://www.gob.ec/cdpic|http://www.consejodecomunicacion.gob.ec/|Transparencia y Control Social|Ser la institución que lidere y consolide el sistema de comunicación social en el acceso, desarrollo y promoción de los derechos a la libertad de expresión, información y comunicación, que involucre a la ciudadanía en general para la construcción de una sociedad inclusiva, diversa, participativa y pluricultural que fomente la democracia y garantice el cumplimiento del ejercicio de los derechos|Función de Transparencia y Control Social|2022-12-06T14:01:03-0500|Si
173|Consejo de Gobierno del Régimen Especial de Galápagos|CGREG|https://www.gob.ec//sites/default/files/2020-04/NEW_LOGO_CGREG.png|https://www.gob.ec/cgreg|https://www.gobiernogalapagos.gob.ec|Ejecutiva||Función Ejecutiva|2022-03-14T15:39:19-0500|Si
226|Consejo de la Judicatura|CJ|https://www.gob.ec/|https://www.gob.ec/cj||Judicial||Función Judicial|2020-03-05T17:24:21-0500|Si
370|Consejo de Participación Ciudadana y Control Social|CPCCS|https://www.gob.ec//sites/default/files/2020-07/LOGO.jpg|https://www.gob.ec/cpccs|http://www.cpccs.gob.ec/|Transparencia y Control Social|El Consejo de Participación Ciudadana y Control promueve e incentiva el ejercicio de los derechos relativos a la Participación Ciudadana y Control Social, fomentando la transparencia y la ética,  previene e investiga actos que generen corrupción y afecten la participación o al interés público, y designa a las autoridades que le corresponden de acuerdo con la Constitución y Ley para el bienestar de la sociedad civil promoviendo la prevención y lucha contra la corrupción.|Función de Transparencia y Control Social|2020-08-06T21:24:51-0500|Si
185|Consejo Nacional de Aviación Civil|CNAC|https://www.gob.ec/|https://www.gob.ec/cnac||Ejecutiva|||2019-11-25T13:04:32-0500|No
261|Consejo Nacional de Competencias|CNC|https://www.gob.ec//sites/default/files/2020-04/logo-cnc.png|https://www.gob.ec/cnc|https://www.competencias.gob.ec|Organismos y entidades creadas|El Consejo Nacional de Competencias es el organismo rector encargado de la regulación, planificación, coordinación, gestión y control de la asignación y transferencia de las competencias, en el marco del Plan Nacional de Descentralización, considerando los principios de: autonomía, coordinación, complementariedad y subsidiaridad, promoviendo el fortalecimiento y la consecución del buen vivir.||2020-07-16T17:33:57-0500|Si
180|Consejo Nacional de Control de Sustancias Estupefacientes y Psicotrópicas|CONSEP|https://www.gob.ec/|https://www.gob.ec/consep||Ejecutiva|||2019-11-18T09:01:43-0500|No
187|Consejo Nacional de Salud|CONASA|https://www.gob.ec//sites/default/files/2021-08/Consejo%20Nacional%20de%20Salud.png|https://www.gob.ec/conasa|http://www.conasa.gob.ec/|Ejecutiva|"El Consejo Nacional de Salud es el organismo de representación de los integrantes del Sistema Nacional de Salud, conformado por entidades públicas, privadas, autónomas y comunitarias del sector salud, que se articulan funcionalmente sobre la base de principios, políticas, objetivos y normas comunes.

La Ley publicada en Registro Oficial No. 670 del 25 de septiembre de 2002, crea el Consejo Nacional de Salud como entidad pública, con personería jurídica propia y autonomía administrativa y financiera.

Su Estatuto Orgánico por Procesos fue aprobado por la Secretaria Nacional Técnica de Desarrollo de Recursos Humanos y Remuneraciones del Sector Público y publicado en Registro Oficial No. 181 del 5 de Enero del 2006.

Misión
El Consejo Nacional de Salud es una entidad cuyo propósito fundamental es impulsar la construcción del Sistema Nacional de Salud; concerta la Política Nacional de Salud; participa con el Ministerio de Salud Pública en la formulación del Plan Integral de Salud, coordina con sus integrantes su implementación, promueve la participación social y el ejercicio de los derechos en salud.

Visión
En el año 2021, el Consejo Nacional de Salud, será la entidad que promueva e impulse la construcción del Sistema Nacional de Salud, articulado y participativo con todos sus integrantes interinstitucionales e intersectoriales, liderados por el Ministerio de Salud Pública para garantizar el derecho a la salud.

Objetivos Estratégicos Institucionales
Incrementar el desarrollo del Talento Humano del Consejo Nacional de Salud.
	Incrementar el uso eficiente del presupuesto del Consejo Nacional de Salud.
	Incrementar la eficiencia institucional del Consejo Nacional de Salud.
	Incrementar los espacios participativos y procesos de concertación de políticas públicas con los actores del sector salud.
	Incrementar la eficiencia y eficacia procedimental para la actualización del cuadro nacional de medicamentos básicos o lista de medicamentos esenciales y su registro terapéutico.
Art. 19.- Funciones del Consejo Nacional de Salud.- El Consejo Nacional de Salud tiene como funciones:

Concertar entre todos los actores niveles del Sistema la aplicación de la política nacional en salud.
	Participar conjuntamente con el Ministerio de Salud Pública en la formulación del Plan Integral de Salud y los criterios para su ejecución, incluyendo la programación de extensión progresiva de cobertura y su financiamiento.
	Coordinar la participación de los integrantes del Sistema para la implementación del Plan Integridad de Salud.
	Aprobar la utilización común de normas técnicas y protocolos para las prestaciones; procedimientos de referencia y contrarreferencia; y, otros mecanismos necesarios para la provisión de servicios.
	Promover la participación, el control social, el cumplimiento y la exigibilidad de los derechos de los usuarios.
	Convocar y organizar periódicamente eventos de amplia consulta nacional sobre los temas relevantes para la salud del país.
	 Promover el desarrollo integral de los recursos humanos en salud.
	Designar al Director Ejecutivo.
 

Documentos relacionados:

Carta Suprema
			Constitución de la República del Ecuador
			
			R.O. No. 449

			20 de octubre del 2008
			
			Constitución de la República
		Ley Orgánica
			Ley Orgánica del Sistema Nacional de Salud
			
			R. O. No. 670

			25 de septiembre del 2002
			
			Ley Orgánica del Sistema Nacional de Salud
		Decreto Ejecutivo
			Reglamento Ley Orgánica del Sistema Nacional de Salud
			
			No. 3611 R. O. No. 09

			28 de enero del 2003
			
			Reglamento Ley Orgánica del Sistema Nacional de Salud
		 

 "|Función Ejecutiva|2022-01-03T10:50:32-0500|Si
413|Consejo Nacional Electoral|CNE|https://www.gob.ec/|https://www.gob.ec/cne||Electoral||Función Electoral|2020-06-30T09:42:50-0500|Si
142|Consejo Nacional para la Igualdad de Discapacidades|CONADIS|https://www.gob.ec//sites/default/files/2018-09/logo_conadis_0.png|https://www.gob.ec/conadis|https://www.consejodiscapacidades.gob.ec/|Ejecutiva|"MISIÓN

Formular, transversalizar, observar, realizar el seguimiento y la evaluación de las políticas públicas en materia de discapacidades, en todo el territorio nacional, en todos los niveles de gobiernos y en los ámbitos público y privado; con el fin de asegurar la plena vigencia y el ejercicio de los derechos de las personas con discapacidad y sus familias; promoviendo, impulsando, protegiendo y garantizando el respeto al derecho de igualdad y no discriminación.

VISIÓN

Ser la Institución que lidera las políticas públicas en materia de discapacidades en el Ecuador, para asegurar la plena vigencia de los derechos humanos de las personas con discapacidad y sus familias; constituyéndose en el referente nacional e internacional, a través de la generación y aplicación de la Agenda Nacional para la Igualdad de Discapacidades."|Social|2018-10-25T17:04:04-0500|Si
270|Consejo Nacional para la Igualdad de Discapacidades|CONADIS|https://www.gob.ec/|https://www.gob.ec/conadis-0||Ejecutiva|||2020-04-08T11:00:56-0500|No
135|Consejo Nacional para la Igualdad de Género|CNIG|https://www.gob.ec/|https://www.gob.ec/cnig||Ejecutiva||Función Ejecutiva|2022-03-14T16:42:43-0500|Si
479|Consejo Nacional para la Igualdad de Movilidad Humana|CNIMH|https://www.gob.ec/|https://www.gob.ec/cnimh||Ejecutiva||Función Ejecutiva|2020-07-28T17:23:27-0500|Si
165|Consejo Nacional para la Igualdad de Pueblos y Nacionalidades|CNIPN|https://www.gob.ec//sites/default/files/2022-06/IMAGEN%20PARA%20FORMULARIOS.jpg|https://www.gob.ec/cnipn|http://www.pueblosynacionalidades.gob.ec|Ejecutiva|Asegurar la plena vigencia de los derechos de igualdad y no discriminación, a través de la formulación, transversalización, observancia, seguimiento y evaluación de políticas públicas, con enfoque de igualdad y no discriminación de Pueblos y Nacionalidades|Social|2022-06-23T11:45:31-0500|Si
130|Consejo Nacional para la Igualdad Intergeneracional|CNII|https://www.gob.ec//sites/default/files/2018-09/Logo%20Cnii_0.jpg|https://www.gob.ec/cnii|https://www.igualdad.gob.ec|Ejecutiva|El Consejo Nacional para la igualdad Intergeneracional, es un organismo creado por la Constitución de la República como la instancia responsable de velar por la plena vigencia y el ejercicio de los derechos de niñas, niños, adolescentes, jóvenes, adultas y adultos mayores, y las relaciones intergeneracionales, consagrados en la Constitución y en los instrumentos internacionales de derechos humanos, con atribuciones en la formulación, transversalización, observancioa, seguimiento y evaluación de las políticas públicas relacionadas con la temática de igualdad y no discriminación generacional e intergeneracional.|Social|2018-11-09T10:13:12-0500|Si
174|Corporación Ciudad Alfaro|CCA|https://www.gob.ec/|https://www.gob.ec/cca||Ejecutiva|||2018-11-20T17:35:28-0500|Si
172|Corporación de Desarrollo Afro|CODAE|https://www.gob.ec/|https://www.gob.ec/codae||Ejecutiva|||2019-08-08T16:24:28-0500|No
53|Corporación del Seguro de Depósitos|COSEDE|https://www.gob.ec//sites/default/files/2018-09/Logo%20institucional.png|https://www.gob.ec/cosede|https://www.cosede.gob.ec/|Ejecutiva|Protegemos tu dinero|Económico|2019-04-02T10:06:08-0500|Si
102|Corporación Eléctrica del Ecuador|CELEC EP|https://www.gob.ec//sites/default/files/2018-09/CELEC%20EP.png|https://www.gob.ec/celec-ep|https://www.celec.gob.ec/|Ejecutiva|CELEC EP, actualmente ejecuta los procesos de generación, transmisión, telecomunicaciones y exportación de energía eléctrica, además la planificación, diseño y desarrollo de megaproyectos hidroeléctricos, eólicos y geotérmicos. |Función Ejecutiva|2022-10-12T08:35:19-0500|Si
38|Corporación Financiera Nacional|CFN|https://www.gob.ec//sites/default/files/2018-11/LOGOTIPO%20ORIGINAL-01.png|https://www.gob.ec/cfn|https://www.cfn.fin.ec/|Ejecutiva|Impulsamos el desarrollo del país financiando los sueños de los ecuatorianos.|Económico|2018-11-13T14:13:47-0500|Si
111|Corporación Nacional de Electricidad|CNEL|https://www.gob.ec/|https://www.gob.ec/cnel|https://www.cnelep.gob.ec/|Ejecutiva|La Empresa Eléctrica Pública Estratégica Corporación Nacional de Electricidad CNEL EP,  tiene como objeto brindar el servicio público de distribución y comercialización de energía eléctrica, dentro del área asignada, bajo el régimen de exclusividad regulado por el Estado, a efectos de satisfacer la demanda de energía eléctrica, en las condiciones establecidas en la normativa aplicable al sector eléctrico y suministrar electricidad a los consumidores.|Infraestructura y de Recursos Naturales No Renovables|2020-10-23T11:56:43-0500|Si
